disease, disease_url, summary
Osteoarthritis,https://medlineplus.gov/osteoarthritis.html,Osteoarthritis is the most common form of arthritis. It causes pain; swelling; and reduced motion in your joints. It can occur in any joint; but usually it affects your hands; knees; hips or spine.
Degenerative Nerve Diseases,https://medlineplus.gov/degenerativenervediseases.html,Degenerative nerve diseases affect many of your body's activities; such as balance; movement; talking; breathing; and heart function.   Many of these diseases are genetic. Sometimes the cause is a medical condition such as alcoholism; a tumor; or a stroke. Other causes may include toxins; chemicals; and viruses.  Sometimes the cause is not known.
Dehydration,https://medlineplus.gov/dehydration.html,When you're dehydrated; your body doesn't have enough fluid and electrolytes to work properly. An average person on an average day needs about 3 quarts of water. But if you're out in the hot sun or are exercising a lot; you need a lot more than that. You can also become dehydrated if you are vomiting; have diarrhea; or are sweating a lot. People who are elderly; very young; taking certain medications; or have a chronic illness have a greater risk.
Delirium,https://medlineplus.gov/delirium.html,Delirium is a condition that features rapidly changing mental states.  It causes confusion and changes in behavior.  Besides falling in and out of consciousness; there may be problems with
Childbirth,https://medlineplus.gov/childbirth.html,When you are ready to have your baby; you'll go through labor.  Labor is the process of giving birth. Signs that you might be going into labor include
Dementia,https://medlineplus.gov/dementia.html,Dementia is the name for a group of symptoms caused by disorders that affect the brain. It is not a specific disease. People with dementia may not be able to think well enough to do normal activities; such as getting dressed or eating. They may lose their ability to solve problems or control their emotions. Their personalities may change. They may become agitated or see things that are not there.
Lewy Body Disease,https://medlineplus.gov/lewybodydisease.html,Lewy body disease is one of the most common causes of dementia in the elderly. Dementia is the loss of mental functions severe enough to  affect normal activities and relationships. Lewy body disease happens when  abnormal structures; called Lewy bodies; build up in areas of the brain. The disease may cause a wide range of symptoms; including
Dengue,https://medlineplus.gov/dengue.html,Dengue is an infection caused by a virus. You can get it if an infected mosquito bites you. Dengue does not spread from person to person. It is common in warm; wet areas of the world. Outbreaks occur in the rainy season. Dengue is rare in the United States.
Tooth Decay,https://medlineplus.gov/toothdecay.html,You call it a cavity. Your dentist calls it tooth decay or dental caries.  They're all names for a hole in your tooth. The cause of tooth decay is plaque; a sticky substance in your mouth made up mostly of germs. Tooth decay starts in the outer layer; called the enamel. Without a filling; the decay can get deep into the tooth and its nerves and cause a toothache or abscess.
Dental Health,https://medlineplus.gov/dentalhealth.html,It's important to take care of your mouth and teeth starting in childhood. If you don't; you could have problems with your teeth and gums - like cavities or even tooth loss.
Child Dental Health,https://medlineplus.gov/childdentalhealth.html,Healthy teeth are important to your child's overall health. From the time your child is born; there are things you can do to promote healthy teeth and prevent cavities. For babies; you should clean teeth with a soft; clean cloth or baby's toothbrush.  Avoid putting the baby to bed with a bottle and check teeth regularly for spots or stains.
Cosmetic Dentistry,https://medlineplus.gov/cosmeticdentistry.html,If you have stained; broken or uneven teeth; cosmetic dentistry can help. Cosmetic dentistry is different from orthodontic treatment; which can straighten your teeth with braces or other devices.
Dentures,https://medlineplus.gov/dentures.html,Dentures are false teeth made to replace teeth you have lost. Dentures can be complete or partial. Complete dentures cover your entire upper or lower jaw. Partials replace one or a few teeth.
Child Dental Health,https://medlineplus.gov/childdentalhealth.html,Healthy teeth are important to your child's overall health. From the time your child is born; there are things you can do to promote healthy teeth and prevent cavities. For babies; you should clean teeth with a soft; clean cloth or baby's toothbrush.  Avoid putting the baby to bed with a bottle and check teeth regularly for spots or stains.
Tooth Decay,https://medlineplus.gov/toothdecay.html,You call it a cavity. Your dentist calls it tooth decay or dental caries.  They're all names for a hole in your tooth. The cause of tooth decay is plaque; a sticky substance in your mouth made up mostly of germs. Tooth decay starts in the outer layer; called the enamel. Without a filling; the decay can get deep into the tooth and its nerves and cause a toothache or abscess.
Cosmetic Dentistry,https://medlineplus.gov/cosmeticdentistry.html,If you have stained; broken or uneven teeth; cosmetic dentistry can help. Cosmetic dentistry is different from orthodontic treatment; which can straighten your teeth with braces or other devices.
Dentures,https://medlineplus.gov/dentures.html,Dentures are false teeth made to replace teeth you have lost. Dentures can be complete or partial. Complete dentures cover your entire upper or lower jaw. Partials replace one or a few teeth.
